,m_time,measure_time,sn,$c0_am0#am_ms#0__cfg,$c0_pm10#pm_ugm3#0__cfg,$c0_pm2p5#pm_ugm3#0__cfg,$c0_rh0#rh_p#0__cfg,$c0_tm0#tm_c#0__cfg,$c0_wv0#wv_deg#0__cfg,$c1_0#ec_na#0__cfg,$c1_3#ec_na#0__cfg,$c1_4#ec_na#0__cfg,$c1_5#ec_na#0__cfg,$e0_co#mc_ppm#0__cfg,$e0_no2#mc_ppb#0__cfg,$e0_o3#mc_ppb#0__cfg,$e0_so2#mc_ppb#0__cfg,c0_am0#am_ms#0,c0_pm10#pm_ugm3#0,c0_pm2p5#pm_ugm3#0,c0_rh0#rh_p#0,c0_tm0#tm_c#0,c0_wv0#wv_deg#0,c1_0#ec_na#0,c1_3#ec_na#0,c1_4#ec_na#0,c1_5#ec_na#0,e0_co#mc_ppm#0,e0_no2#mc_ppb#0,e0_o3#mc_ppb#0,e0_so2#mc_ppb#0
602,1671009799,2022-12-14T09:23:19Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.03515625,-1.464843988,175.9765625,100,5.27,25.47,1.43
603,1671009804,2022-12-14T09:23:24Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.566405773,-10.83984375,-1.464843988,176.5625,100,5.27,25.47,1.43
604,1671009808,2022-12-14T09:23:28Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.23046875,-1.269531012,174.5117188,100,5.27,25.47,1.43
605,1671009812,2022-12-14T09:23:32Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-10.25390625,-1.269531012,175.0,100,5.27,25.47,1.43
606,1671009816,2022-12-14T09:23:36Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.13281155,-1.367187977,174.3164063,100,5.27,25.47,1.43
607,1671009820,2022-12-14T09:23:40Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.52343845,-1.269531012,175.390625,100,5.27,25.47,1.43
608,1671009825,2022-12-14T09:23:45Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.23046875,-1.367187977,175.390625,100,5.27,25.47,1.43
609,1671009829,2022-12-14T09:23:49Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.62109375,-1.464843988,176.2695313,100,5.27,25.47,1.43
610,1671009833,2022-12-14T09:23:53Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.62109375,-1.757812023,176.3671875,100,5.27,25.47,1.43
611,1671009837,2022-12-14T09:23:57Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.03515625,-1.953125,176.5625,100,5.27,25.47,1.43
612,1671009841,2022-12-14T09:24:01Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-10.74218845,-1.757812023,178.0273438,100,5.27,25.47,1.43
613,1671009845,2022-12-14T09:24:05Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.42578125,-1.855468988,178.515625,100,5.27,25.47,1.43
614,1671009849,2022-12-14T09:24:09Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.03515625,-1.660156012,177.734375,100,5.27,25.47,1.43
615,1671009854,2022-12-14T09:24:14Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.42578125,-1.367187977,178.90625,100,5.27,25.47,1.43
616,1671009858,2022-12-14T09:24:18Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.5,-1.269531012,177.1484375,100,5.27,25.47,1.43
617,1671009862,2022-12-14T09:24:22Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-13.08593845,-1.464843988,174.9023438,100,5.27,25.47,1.43
618,1671009866,2022-12-14T09:24:26Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-13.28125,-1.5625,174.7070313,100,5.27,25.47,1.43
619,1671009870,2022-12-14T09:24:30Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-12.109375,-1.5625,176.6601563,100,5.27,25.47,1.43
620,1671009874,2022-12-14T09:24:34Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.91406155,-1.757812023,177.1484375,100,5.27,25.47,1.43
621,1671009878,2022-12-14T09:24:38Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.62109375,-2.050781012,177.9296875,100,5.27,25.47,1.43
622,1671009883,2022-12-14T09:24:43Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.23046875,-1.855468988,178.3203125,100,5.27,25.47,1.43
623,1671009887,2022-12-14T09:24:47Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-10.64453125,-1.757812023,178.515625,100,5.27,25.47,1.43
624,1671009891,2022-12-14T09:24:51Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.52343845,-1.953125,176.4648438,100,5.27,25.47,1.43
625,1671009895,2022-12-14T09:24:55Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-11.52343845,-1.855468988,175.0,100,5.27,25.47,1.43
626,1671009899,2022-12-14T09:24:59Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,6.054687977,-11.328125,-1.660156012,175.390625,100,5.27,25.47,1.43
627,1671009904,2022-12-14T09:25:04Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,6.054687977,-11.62109375,-1.660156012,175.0,100,5.27,25.47,1.43
628,1671009908,2022-12-14T09:25:08Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,6.054687977,-12.69531155,-1.5625,173.5351563,100,5.27,25.47,1.43
629,1671009912,2022-12-14T09:25:12Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.01171875,-1.269531012,174.7070313,100,5.27,25.47,1.43
630,1671009916,2022-12-14T09:25:16Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.69531155,-1.367187977,173.3398438,100,5.27,25.47,1.43
631,1671009920,2022-12-14T09:25:20Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-13.18359375,-1.464843988,173.1445313,100,5.27,25.47,1.43
632,1671009924,2022-12-14T09:25:24Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-13.08593845,-1.464843988,172.9492188,100,5.27,25.47,1.43
633,1671009928,2022-12-14T09:25:28Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-13.28125,-1.5625,173.1445313,100,5.27,25.47,1.43
634,1671009933,2022-12-14T09:25:33Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-13.57421875,-1.757812023,173.046875,100,5.27,25.47,1.43
635,1671009937,2022-12-14T09:25:37Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.91406155,-1.367187977,175.2929688,100,5.27,25.47,1.43
636,1671009941,2022-12-14T09:25:41Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-12.30468845,-1.464843988,176.953125,100,5.27,25.47,1.43
637,1671009945,2022-12-14T09:25:45Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-11.62109375,-1.464843988,177.0507813,100,5.27,25.47,1.43
638,1671009949,2022-12-14T09:25:49Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-10.74218845,-1.660156012,177.9296875,100,5.27,25.47,1.43
639,1671009953,2022-12-14T09:25:53Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-10.9375,-1.855468988,178.515625,100,5.27,25.47,1.43
640,1671009957,2022-12-14T09:25:57Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-10.74218845,-2.34375,177.734375,100,5.27,25.47,1.43
641,1671009962,2022-12-14T09:26:02Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,6.054687977,-9.960938454,-2.050781012,177.6367188,100,5.27,25.47,1.43
642,1671009965,2022-12-14T09:26:05Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,6.25,-10.74218845,-1.953125,177.4414063,100,5.27,25.47,1.43
643,1671009969,2022-12-14T09:26:09Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-10.64453125,-1.367187977,175.5859375,100,5.27,25.47,1.43
644,1671009973,2022-12-14T09:26:13Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-10.44921875,-1.171875,175.390625,100,5.27,25.47,1.43
645,1671009977,2022-12-14T09:26:17Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.52343845,-0.976562023,175.0,100,5.27,25.47,1.43
646,1671009981,2022-12-14T09:26:21Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-11.91406155,-0.976562023,173.9257813,100,5.27,25.47,1.43
647,1671009986,2022-12-14T09:26:26Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.46875,-12.20703125,-1.367187977,174.4140625,100,5.27,25.47,1.43
648,1671009990,2022-12-14T09:26:30Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-10.9375,-1.5625,176.6601563,100,5.27,25.47,1.43
649,1671009994,2022-12-14T09:26:34Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-12.20703125,-1.5625,176.4648438,100,5.27,25.47,1.43
650,1671009998,2022-12-14T09:26:38Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-11.42578125,-1.660156012,177.0507813,100,5.27,25.47,1.43
651,1671010002,2022-12-14T09:26:42Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.859375,-10.546875,-1.660156012,178.2226563,100,5.27,25.47,1.43
652,1671010006,2022-12-14T09:26:46Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-10.83984375,-1.5625,177.2460938,100,5.27,25.47,1.43
653,1671010011,2022-12-14T09:26:51Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.957030773,-12.20703125,-1.757812023,175.4882813,100,5.27,25.47,1.43
654,1671010015,2022-12-14T09:26:55Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.664062023,-10.546875,-1.757812023,176.953125,100,5.27,25.47,1.43
655,1671010019,2022-12-14T09:26:59Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-10.15625,-1.855468988,175.1953125,100,5.27,25.47,1.43
656,1671010023,2022-12-14T09:27:03Z,ENSABE020002,,"[0, 3]","[0.00689691, 23.20540047]",,,,"[5.391419888, -10.26920033, 1, 0.99000001, 0, 1.75]","[-13.02180004, -12.51060009, 0.039999999, 0.01, 0, 1]","[-40.75, 25.46870041, 0, 0, 1, 0]","[-0.192579001, -12.96100044, 0.039999999, 1, 0, -3.819999933]",,,,,0,0,0,60.3,18.2,330,5.761719227,-10.9375,-1.660156012,175.0976563,100,5.27,25.47,1.43
